Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Months,Application_Date,Approval_Date,Loan_Status,Default_Status
L001571,C04446,B009,Home,126500,11.57,72,2023-02-12,2023-03-03,Approved,Current
L001572,C04832,B022,Personal,29700,9.85,60,2024-02-18,2024-02-26,Approved,Current
L001573,C02627,B024,Personal,19500,15.87,12,2024-03-18,2024-04-07,Approved,Current
L001574,C00401,B018,Home,54300,11.05,12,2023-05-31,2023-06-16,Approved,Current
L001575,C00751,B013,Education,11200,11.27,84,2025-12-03,2025-12-08,Approved,Current
L001576,C04917,B011,Education,40300,9.09,12,2025-04-09,2025-04-13,Approved,Current
L001577,C01888,B029,Auto,50800,11.48,72,2023-04-18,2023-05-04,Approved,Current
L001578,C03686,B024,Home,88100,13.53,84,2023-11-25,2023-12-09,Approved,Current
L001579,C01419,B003,Business,0,11.57,36,2024-12-06,2024-12-19,Rejected,Current
L001580,C02604,B003,Business,85200,14.3,48,2024-09-24,2024-10-14,Approved,Current
L001581,C03772,B018,Education,0,11.94,60,2025-08-07,2025-08-15,Rejected,Current
L001582,C02019,B025,Auto,23500,10.51,48,2024-08-19,2024-09-06,Approved,Current
L001583,C02037,B020,Personal,0,14.29,36,2024-03-01,2024-03-06,Rejected,Current
L001584,C01646,B007,Personal,0,12.98,48,2025-06-25,2025-07-01,Rejected,Current
L001585,C03488,B025,Education,0,11.36,36,2023-08-21,2023-08-27,Rejected,Current
L001586,C00814,B029,Personal,0,12.14,24,2024-03-26,2024-04-15,Rejected,Current
L001587,C04734,B017,Personal,24900,12.0,48,2025-01-24,2025-02-10,Approved,Current
L001588,C03170,B013,Home,0,11.68,36,2024-05-30,2024-06-15,Rejected,Current
L001589,C01024,B014,Personal,18200,9.57,12,2024-08-13,2024-08-18,Approved,Current
L001590,C01510,B030,Education,0,11.29,72,2024-04-28,2024-05-18,Rejected,Current
L001591,C02039,B012,Personal,26000,10.33,12,2023-03-20,2023-03-23,Approved,Current
L001592,C01394,B008,Personal,5000,12.21,72,2024-11-19,2024-11-20,Approved,Current
L001593,C02347,B028,Education,41400,8.31,24,2024-02-10,2024-02-15,Approved,Current
L001594,C00856,B030,Home,0,13.69,24,2025-06-24,2025-06-27,Rejected,Current
L001595,C01167,B019,Business,84600,13.52,12,2023-10-03,2023-10-19,Approved,Current
L001596,C02755,B001,Home,125300,9.49,48,2023-06-27,2023-07-13,Approved,Current
L001597,C01666,B018,Auto,26200,13.06,48,2024-11-01,2024-11-05,Approved,Current
L001598,C04039,B014,Personal,7800,15.87,72,2025-03-22,2025-03-25,Approved,Current
L001599,C01973,B018,Home,0,11.8,60,2025-09-26,2025-10-08,Rejected,Current
L001600,C03688,B020,Personal,8900,10.3,24,2025-09-14,2025-10-01,Approved,Current
L001601,C01117,B028,Education,14400,11.79,24,2023-11-27,2023-12-09,Approved,Current
L001602,C03369,B023,Personal,0,14.46,12,2024-07-06,2024-07-16,Rejected,Current
L001603,C04543,B005,Personal,21500,12.53,60,2023-06-23,2023-06-25,Approved,Current
L001604,C00734,B009,Business,47700,11.61,12,2024-04-21,2024-05-01,Approved,Current
L001605,C03784,B014,Home,172300,15.62,24,2023-04-02,2023-04-04,Approved,Current
L001606,C02922,B005,Auto,0,13.86,60,2024-05-24,2024-06-10,Rejected,Current
L001607,C03330,B003,Auto,0,11.16,24,2025-06-14,2025-06-19,Rejected,Current
L001608,C04618,B022,Personal,0,14.22,24,2024-08-23,2024-08-25,Rejected,Current
L001609,C01707,B017,Personal,17700,12.82,36,2024-08-21,2024-09-04,Approved,Current
L001610,C03499,B016,Education,56200,14.0,36,2024-02-18,2024-02-28,Approved,Current
L001611,C01125,B007,Personal,16200,13.42,12,2023-05-17,2023-06-01,Approved,Default
L001612,C04718,B016,Home,173800,13.7,60,2024-11-08,2024-11-13,Approved,Current
L001613,C04855,B014,Auto,20400,10.98,60,2023-03-30,2023-04-13,Approved,Current
L001614,C01859,B012,Personal,32900,13.76,36,2025-12-02,2025-12-20,Approved,Current
L001615,C02292,B028,Auto,0,12.28,60,2023-12-10,2023-12-23,Rejected,Current
L001616,C02514,B001,Home,285600,10.98,36,2023-10-23,2023-11-05,Approved,Current
L001617,C04961,B019,Business,101000,13.67,84,2023-12-07,2023-12-10,Approved,Default
L001618,C03516,B013,Personal,7500,14.27,36,2024-09-22,2024-09-26,Approved,Default
L001619,C02001,B003,Personal,0,15.08,60,2023-02-04,2023-02-09,Rejected,Current
L001620,C01798,B006,Business,98000,11.9,36,2023-06-20,2023-06-30,Approved,Current
L001621,C02317,B002,Home,0,8.1,48,2024-01-21,2024-01-23,Rejected,Current
L001622,C02581,B017,Home,0,15.25,60,2023-12-01,2023-12-10,Rejected,Current
L001623,C02015,B004,Business,107500,11.14,36,2023-03-20,2023-03-29,Approved,Current
L001624,C02168,B010,Auto,17800,13.94,60,2024-01-07,2024-01-17,Approved,Current
L001625,C03029,B003,Home,155100,13.21,24,2023-08-24,2023-09-05,Approved,Current
L001626,C01948,B027,Personal,6300,11.24,48,2024-05-07,2024-05-22,Approved,Current
L001627,C01144,B012,Business,99600,9.56,36,2024-10-10,2024-10-13,Approved,Current
L001628,C04806,B002,Personal,0,15.05,72,2023-06-04,2023-06-13,Rejected,Current
L001629,C04232,B030,Education,10400,15.28,60,2023-03-07,2023-03-14,Approved,Current
L001630,C03149,B007,Personal,0,15.79,48,2023-07-19,2023-08-04,Rejected,Current
L001631,C00936,B011,Business,0,12.82,48,2024-05-26,2024-05-30,Rejected,Current
L001632,C03158,B021,Home,289800,13.8,60,2024-05-26,2024-06-09,Approved,Current
L001633,C00001,B021,Personal,11900,13.41,60,2024-05-12,2024-05-17,Approved,Current
L001634,C00077,B021,Home,0,14.62,60,2024-11-15,2024-12-01,Rejected,Current
L001635,C02629,B023,Personal,13000,14.41,48,2024-11-25,2024-12-15,Approved,Current
L001636,C02196,B026,Personal,0,14.88,72,2025-11-29,2025-12-13,Rejected,Current
L001637,C00574,B004,Personal,7000,11.59,24,2023-09-29,2023-10-12,Approved,Current
L001638,C01549,B015,Business,48700,13.64,72,2024-12-24,2025-01-07,Approved,Current
L001639,C00186,B001,Personal,14000,12.79,48,2023-06-09,2023-06-14,Approved,Current
L001640,C04618,B029,Education,16400,12.26,60,2023-02-04,2023-02-23,Approved,Current
L001641,C03843,B030,Personal,17600,12.58,84,2025-04-11,2025-04-28,Approved,Current
L001642,C03493,B020,Auto,69700,11.4,48,2024-03-01,2024-03-02,Approved,Current
L001643,C02244,B019,Business,49000,13.36,60,2023-05-01,2023-05-20,Approved,Default
L001644,C00034,B001,Education,25800,12.08,48,2024-02-20,2024-03-02,Approved,Current
L001645,C01621,B027,Personal,0,12.83,72,2023-10-13,2023-10-23,Rejected,Current
L001646,C01897,B024,Auto,26600,13.97,48,2025-09-05,2025-09-09,Approved,Current
L001647,C02456,B006,Personal,7600,10.23,36,2025-08-19,2025-09-05,Approved,Current
L001648,C01801,B010,Home,130300,13.39,48,2024-02-09,2024-02-26,Approved,Current
L001649,C04633,B014,Auto,22600,14.57,72,2024-05-02,2024-05-18,Approved,Current
L001650,C02084,B015,Home,262100,12.42,48,2025-01-14,2025-02-02,Approved,Current
L001651,C01406,B023,Home,233000,10.51,24,2025-10-22,2025-11-11,Approved,Current
L001652,C03689,B018,Personal,0,11.94,48,2024-06-11,2024-06-25,Rejected,Current
L001653,C02653,B007,Personal,14500,14.44,36,2025-01-02,2025-01-18,Approved,Current
L001654,C04539,B010,Personal,0,15.08,60,2024-11-25,2024-11-27,Rejected,Current
L001655,C01187,B028,Business,278400,15.7,36,2024-02-03,2024-02-11,Approved,Current
L001656,C04134,B027,Personal,0,11.72,36,2025-11-12,2025-11-18,Rejected,Current
L001657,C02140,B007,Auto,17700,10.43,48,2023-09-04,2023-09-14,Approved,Current
L001658,C02679,B002,Business,62000,9.31,24,2024-09-19,2024-09-21,Approved,Current
L001659,C03795,B010,Auto,26000,14.0,36,2023-03-10,2023-03-29,Approved,Current
L001660,C02720,B002,Auto,0,15.1,60,2024-07-17,2024-07-21,Rejected,Current
L001661,C04603,B027,Auto,41800,11.21,72,2024-02-01,2024-02-07,Approved,Current
L001662,C02227,B010,Home,206600,8.43,84,2024-08-30,2024-09-12,Approved,Current
L001663,C02332,B017,Home,164800,12.87,72,2023-10-12,2023-10-13,Approved,Current
L001664,C04024,B003,Education,26000,13.63,72,2023-05-26,2023-05-31,Approved,Current
L001665,C04451,B007,Education,26100,14.54,60,2024-01-21,2024-01-28,Approved,Current
L001666,C03369,B018,Auto,0,16.01,60,2023-10-25,2023-11-08,Rejected,Current
L001667,C03958,B015,Personal,17400,12.04,36,2024-05-29,2024-06-17,Approved,Current
L001668,C00488,B007,Home,134700,11.49,48,2025-11-27,2025-12-08,Approved,Current
L001669,C00279,B003,Home,74500,11.64,36,2024-08-03,2024-08-21,Approved,Current
L001670,C02592,B021,Business,359100,12.83,60,2024-10-31,2024-11-18,Approved,Current
L001671,C00650,B001,Auto,38000,9.38,48,2025-02-20,2025-02-26,Approved,Current
L001672,C02979,B014,Home,186300,12.11,36,2023-01-02,2023-01-08,Approved,Current
L001673,C00355,B019,Auto,0,11.64,60,2025-04-21,2025-04-28,Rejected,Current
L001674,C02243,B009,Personal,26900,12.58,60,2023-03-24,2023-04-10,Approved,Current
L001675,C04900,B020,Business,50100,11.92,36,2023-12-21,2024-01-09,Approved,Current
L001676,C02481,B026,Personal,0,12.46,36,2023-05-21,2023-05-26,Rejected,Current
L001677,C00558,B022,Auto,0,11.95,72,2025-10-06,2025-10-13,Rejected,Current
L001678,C03487,B020,Personal,26800,12.36,60,2025-08-07,2025-08-13,Approved,Default
L001679,C00162,B030,Personal,11400,13.19,60,2024-08-22,2024-09-08,Approved,Current
L001680,C00699,B004,Personal,33000,12.03,60,2025-04-14,2025-05-03,Approved,Current
L001681,C01974,B004,Education,26500,14.68,24,2025-03-03,2025-03-15,Approved,Current
L001682,C03545,B003,Auto,49000,13.72,48,2025-07-19,2025-07-26,Approved,Current
L001683,C03778,B014,Home,230500,11.26,36,2025-06-30,2025-07-12,Approved,Current
L001684,C02206,B016,Business,170100,10.15,24,2023-08-29,2023-09-15,Approved,Default
L001685,C00492,B006,Auto,19100,12.23,60,2024-09-15,2024-09-30,Approved,Current
L001686,C01993,B022,Auto,52700,10.09,36,2025-10-13,2025-10-29,Approved,Current
L001687,C01033,B007,Home,66400,9.77,36,2025-10-17,2025-10-18,Approved,Current
L001688,C03284,B017,Personal,0,12.49,60,2025-09-12,2025-09-23,Rejected,Current
L001689,C03511,B016,Personal,13300,13.3,60,2025-06-24,2025-06-25,Approved,Current
L001690,C04920,B018,Personal,0,16.64,48,2025-02-25,2025-03-10,Rejected,Current
L001691,C04775,B027,Auto,19600,10.65,48,2023-08-02,2023-08-22,Approved,Current
L001692,C00786,B010,Personal,12700,10.64,60,2025-03-02,2025-03-19,Approved,Current
L001693,C01834,B008,Home,166000,13.54,24,2023-05-13,2023-05-29,Approved,Current
L001694,C00992,B014,Home,138600,14.15,12,2023-03-21,2023-04-07,Approved,Current
L001695,C04207,B009,Personal,18800,10.61,60,2023-04-11,2023-04-25,Approved,Current
L001696,C01784,B020,Education,17700,11.73,60,2024-09-26,2024-10-01,Approved,Current
L001697,C01185,B016,Education,21500,10.25,24,2023-07-06,2023-07-19,Approved,Current
L001698,C02462,B021,Personal,0,14.69,48,2025-09-11,2025-09-29,Rejected,Current
L001699,C01669,B008,Business,105000,10.25,60,2023-07-25,2023-08-01,Approved,Default
L001700,C02314,B010,Home,295100,11.55,60,2025-06-01,2025-06-18,Approved,Current
L001701,C00572,B027,Business,151900,10.44,48,2023-02-16,2023-02-27,Approved,Current
L001702,C04301,B020,Personal,0,12.74,24,2025-03-31,2025-04-17,Rejected,Current
L001703,C03739,B014,Personal,22800,11.07,36,2023-04-09,2023-04-28,Approved,Current
L001704,C00584,B026,Business,0,14.96,36,2024-05-19,2024-05-25,Rejected,Current
L001705,C02221,B027,Business,79900,10.89,60,2025-09-16,2025-10-06,Approved,Current
L001706,C00308,B002,Home,303600,10.67,48,2024-02-27,2024-03-16,Approved,Current
L001707,C04546,B008,Business,57400,9.33,60,2025-07-15,2025-07-25,Approved,Current
L001708,C00062,B024,Auto,10400,13.03,72,2025-09-03,2025-09-04,Approved,Current
L001709,C04571,B008,Personal,0,16.57,60,2023-08-05,2023-08-06,Rejected,Current
L001710,C03789,B007,Home,400200,11.87,36,2023-06-23,2023-07-08,Approved,Current
L001711,C02134,B015,Personal,15300,10.61,24,2024-03-16,2024-03-22,Approved,Current
L001712,C01960,B023,Business,110500,12.43,12,2023-04-16,2023-04-23,Approved,Current
L001713,C02033,B029,Education,24100,12.24,24,2024-02-15,2024-02-25,Approved,Current
L001714,C03763,B027,Home,252000,12.38,36,2023-04-23,2023-04-27,Approved,Current
L001715,C02787,B027,Auto,33300,13.04,36,2023-05-26,2023-06-09,Approved,Current
L001716,C01543,B014,Auto,30800,12.98,60,2024-10-05,2024-10-13,Approved,Current
L001717,C01676,B011,Personal,0,14.87,24,2024-06-19,2024-06-20,Rejected,Current
L001718,C04622,B009,Home,143200,13.24,48,2023-10-25,2023-10-27,Approved,Current
L001719,C00034,B002,Home,227000,12.55,12,2023-07-07,2023-07-26,Approved,Current
L001720,C03962,B001,Auto,29100,12.93,36,2023-04-21,2023-05-01,Approved,Current
L001721,C02800,B010,Business,0,14.01,12,2023-02-25,2023-03-01,Rejected,Current
L001722,C01856,B029,Personal,0,12.79,60,2024-08-03,2024-08-20,Rejected,Current
L001723,C03681,B014,Home,164300,9.84,36,2024-06-13,2024-06-29,Approved,Current
L001724,C02686,B026,Business,70500,10.64,48,2024-03-24,2024-03-29,Approved,Current
L001725,C01058,B020,Personal,0,13.56,60,2023-08-07,2023-08-17,Rejected,Current
L001726,C04502,B029,Home,73300,11.16,72,2025-06-10,2025-06-21,Approved,Current
L001727,C02962,B027,Personal,0,16.54,48,2023-11-27,2023-11-28,Rejected,Current
L001728,C04389,B006,Home,70900,10.22,60,2024-05-18,2024-05-31,Approved,Current
L001729,C02628,B019,Business,0,16.72,60,2023-10-08,2023-10-28,Rejected,Current
L001730,C03821,B007,Personal,11400,12.97,36,2025-04-23,2025-04-25,Approved,Current
L001731,C03158,B013,Business,129700,11.64,60,2023-01-12,2023-01-13,Approved,Current
L001732,C03644,B025,Home,0,14.43,60,2024-07-18,2024-08-01,Rejected,Current
L001733,C03763,B027,Personal,8200,9.68,48,2023-08-20,2023-09-01,Approved,Current
L001734,C02132,B018,Home,0,12.77,36,2025-12-06,2025-12-17,Rejected,Current
L001735,C00607,B011,Business,145600,10.65,84,2023-09-11,2023-09-12,Approved,Current
L001736,C02356,B003,Personal,23700,11.48,84,2023-10-15,2023-10-29,Approved,Current
L001737,C02300,B018,Home,0,14.76,60,2025-10-04,2025-10-12,Rejected,Current
L001738,C03917,B007,Auto,50000,9.51,36,2024-01-09,2024-01-27,Approved,Current
L001739,C04276,B019,Home,0,12.26,60,2023-07-14,2023-07-19,Rejected,Current
L001740,C01334,B010,Personal,5300,11.92,60,2025-11-14,2025-11-17,Approved,Current
L001741,C04009,B027,Home,0,14.71,48,2025-10-26,2025-11-01,Rejected,Current
L001742,C02474,B028,Business,0,13.83,24,2025-05-14,2025-05-19,Rejected,Current
L001743,C03558,B007,Education,18500,10.41,72,2023-05-23,2023-05-25,Approved,Current
L001744,C03734,B002,Personal,14200,10.89,36,2024-12-03,2024-12-06,Approved,Current
L001745,C02087,B014,Auto,25800,11.22,36,2023-06-20,2023-06-24,Approved,Current
L001746,C03351,B022,Personal,12600,13.75,36,2024-05-04,2024-05-05,Approved,Current
L001747,C04912,B030,Auto,10000,11.86,24,2023-04-06,2023-04-22,Approved,Current
L001748,C00376,B014,Personal,0,13.84,12,2025-09-10,2025-09-29,Rejected,Current
L001749,C01953,B003,Personal,15600,12.03,72,2023-09-17,2023-09-25,Approved,Current
L001750,C03711,B009,Business,64800,11.83,60,2023-02-21,2023-02-23,Approved,Current
L001751,C02089,B020,Personal,38800,15.42,12,2025-02-25,2025-02-28,Approved,Current
L001752,C01694,B030,Home,161900,14.46,60,2023-05-02,2023-05-16,Approved,Current
L001753,C03556,B015,Education,28900,12.48,24,2024-11-25,2024-12-02,Approved,Current
L001754,C04281,B006,Education,43400,12.32,60,2023-03-30,2023-04-12,Approved,Current
L001755,C00072,B012,Personal,0,13.09,48,2025-08-27,2025-09-03,Rejected,Current
L001756,C01775,B025,Auto,31600,13.11,84,2023-02-07,2023-02-23,Approved,Current
L001757,C00574,B014,Auto,0,16.51,48,2023-03-25,2023-03-28,Rejected,Current
L001758,C04665,B016,Home,175900,12.94,60,2025-10-06,2025-10-11,Approved,Current
L001759,C04067,B008,Education,0,10.71,12,2024-12-09,2024-12-12,Rejected,Current
L001760,C03708,B028,Business,72900,13.1,72,2025-01-08,2025-01-23,Approved,Current
L001761,C00153,B010,Business,0,12.3,48,2025-10-23,2025-11-12,Rejected,Current
L001762,C00729,B004,Personal,0,13.75,36,2024-11-02,2024-11-13,Rejected,Current
L001763,C02280,B021,Home,87900,13.71,24,2023-01-30,2023-02-17,Approved,Current
L001764,C01553,B003,Home,547700,11.27,60,2024-09-19,2024-09-24,Approved,Current
L001765,C03664,B028,Personal,23500,13.1,60,2023-04-03,2023-04-16,Approved,Default
L001766,C03568,B003,Personal,40700,10.38,24,2023-08-06,2023-08-07,Approved,Current
L001767,C04272,B007,Personal,29000,13.8,24,2025-08-29,2025-09-12,Approved,Current
L001768,C04345,B030,Personal,22400,13.44,36,2025-06-04,2025-06-13,Approved,Current
L001769,C03107,B003,Personal,15200,11.09,72,2024-11-28,2024-12-07,Approved,Current
L001770,C04897,B026,Personal,0,10.87,84,2023-10-09,2023-10-13,Rejected,Current
L001771,C01000,B010,Personal,40000,11.38,60,2025-09-01,2025-09-03,Approved,Current
L001772,C01135,B020,Home,291300,15.08,12,2024-01-24,2024-02-09,Approved,Current
L001773,C04743,B005,Home,202800,10.98,72,2025-07-17,2025-07-22,Approved,Current
L001774,C03146,B029,Home,168300,10.7,12,2025-05-22,2025-06-11,Approved,Current
L001775,C02716,B026,Education,36800,14.69,72,2023-05-17,2023-06-04,Approved,Current
L001776,C00354,B014,Auto,23900,11.81,36,2023-10-15,2023-10-17,Approved,Current
L001777,C01303,B010,Business,0,12.88,60,2024-09-10,2024-09-24,Rejected,Current
L001778,C04083,B009,Education,0,12.28,24,2024-02-16,2024-03-02,Rejected,Current
L001779,C03732,B006,Personal,0,14.76,24,2024-02-11,2024-02-21,Rejected,Current
L001780,C04622,B003,Home,105100,15.77,48,2024-08-22,2024-09-07,Approved,Current
L001781,C00510,B011,Home,145300,14.52,12,2024-09-13,2024-09-21,Approved,Current
L001782,C01538,B003,Home,127000,10.08,36,2025-12-07,2025-12-21,Approved,Current
L001783,C00178,B006,Personal,0,15.87,60,2023-03-10,2023-03-30,Rejected,Current
L001784,C02377,B016,Business,0,13.28,60,2024-11-26,2024-12-06,Rejected,Current
L001785,C00801,B006,Personal,22200,10.57,36,2024-05-09,2024-05-22,Approved,Current
L001786,C03244,B007,Education,16600,12.84,12,2025-06-02,2025-06-21,Approved,Default
L001787,C03667,B009,Business,97500,12.87,36,2023-10-19,2023-10-21,Approved,Current
L001788,C00938,B011,Auto,0,9.32,60,2025-10-17,2025-10-22,Rejected,Current
L001789,C03028,B013,Personal,6500,12.59,36,2025-01-02,2025-01-16,Approved,Current
L001790,C02021,B014,Home,85800,11.46,36,2024-02-20,2024-02-28,Approved,Current
L001791,C02783,B003,Personal,10600,9.2,12,2025-06-15,2025-06-16,Approved,Current
L001792,C03541,B006,Personal,8800,14.68,60,2024-02-22,2024-02-27,Approved,Current
L001793,C01975,B014,Business,0,15.13,60,2024-07-16,2024-07-27,Rejected,Current
L001794,C01519,B010,Home,211400,14.37,48,2024-12-27,2025-01-04,Approved,Current
L001795,C02670,B014,Home,103100,10.87,60,2023-01-01,2023-01-18,Approved,Current
L001796,C01259,B016,Business,101700,14.15,72,2023-06-12,2023-06-22,Approved,Current
L001797,C03111,B025,Personal,14300,13.23,60,2023-11-11,2023-11-25,Approved,Current
L001798,C01243,B012,Auto,30300,9.11,48,2023-11-29,2023-11-30,Approved,Current
L001799,C02754,B026,Auto,22600,13.63,72,2024-06-08,2024-06-13,Approved,Current
L001800,C02676,B017,Home,241900,7.3,36,2023-02-25,2023-03-12,Approved,Current
L001801,C03673,B027,Business,233500,9.31,60,2024-01-24,2024-02-03,Approved,Current
L001802,C00420,B022,Education,42900,10.4,48,2024-08-15,2024-08-30,Approved,Current
L001803,C00653,B022,Home,398100,11.51,60,2025-07-27,2025-07-28,Approved,Current
L001804,C02872,B024,Home,85500,13.0,48,2025-08-08,2025-08-19,Approved,Current
L001805,C03246,B011,Home,127600,9.99,48,2024-12-31,2025-01-18,Approved,Current
L001806,C04910,B005,Auto,43700,13.39,48,2024-06-10,2024-06-16,Approved,Current
L001807,C00868,B011,Auto,73400,12.42,24,2023-05-04,2023-05-06,Approved,Default
L001808,C04209,B027,Personal,25700,12.37,72,2024-01-29,2024-01-31,Approved,Current
L001809,C02988,B019,Personal,0,13.74,72,2024-12-04,2024-12-21,Rejected,Current
L001810,C00174,B019,Education,22000,11.02,60,2025-06-27,2025-07-02,Approved,Current
L001811,C04733,B021,Personal,21600,10.52,36,2025-06-30,2025-07-20,Approved,Current
L001812,C01560,B016,Auto,29200,11.05,36,2025-09-20,2025-10-04,Approved,Current
L001813,C04128,B030,Business,0,12.99,12,2023-11-24,2023-12-06,Rejected,Current
L001814,C04593,B008,Home,157700,13.8,12,2024-07-20,2024-07-24,Approved,Current
L001815,C02243,B030,Auto,31700,11.96,48,2025-09-14,2025-09-23,Approved,Current
L001816,C04624,B024,Personal,9900,12.91,12,2024-03-30,2024-04-17,Approved,Current
L001817,C02489,B008,Education,48100,11.67,24,2024-11-04,2024-11-14,Approved,Current
L001818,C01513,B021,Personal,0,13.58,36,2025-01-06,2025-01-13,Rejected,Current
L001819,C02772,B019,Home,177800,13.4,36,2023-04-12,2023-04-17,Approved,Current
